"timestamps","value","anomaly","changepoint","trend","noise","seasonality1","seasonality2","seasonality3"
1416722400,158.637279191998,0,0,0,158.637279191998,0,0,0
1416726000,290.717046085723,0,0,0,30.0565419439544,177.2,76.6104373503461,6.85006679142286
1416729600,610.37255424337,0,0,0,141.762597997132,306.919403101205,148,13.6905531450329
1416733200,737.397267268614,0,0,0,153.18176801527,354.4,209.303607231218,20.511892022126
1416736800,604.007644479323,0,0,0,13.4401786944485,306.919403101205,256.343519520194,27.3045431634752
1416740400,314.977816248092,0,0,0,-182.195234765718,177.2,285.914044581564,34.059006432246
1416744000,362.034427576606,0,0,0,25.2685924758087,4.34014825617822e-14,296,40.7658351007968
1416747600,195.457578550511,0,0,0,39.3278849061648,-177.2,285.914044581564,47.4156490627818
1416751200,-170.788595044191,0,0,0,-174.211859415258,-306.919403101205,256.343519520194,53.9991479520777
1416754800,-22.7275982657807,0,0,0,61.8616703528146,-354.4,209.303607231218,60.5071241501866
1416758400,3.18707084449025,0,0,0,95.1759982817718,-306.919403101205,148,66.9304756639236
1416762000,-212.384204182443,0,0,0,-185.054860388165,-177.2,76.6104373503462,73.2602188553765
1416765600,183.889435863332,0,0,0,104.401934856996,-8.68029651235644e-14,3.62495452547617e-14,79.4875010063367
1416769200,150.841585534127,0,0,0,-35.3515898151517,177.2,-76.6104373503462,85.603612699625
1416772800,283.616400129539,0,0,0,33.0969970283338,306.919403101205,-148,91.6
1416776400,234.376286099909,0,0,0,-8.18838308648262,354.4,-209.303607231218,97.4682764176097
1416780000,171.398806047172,0,0,0,17.6226878289051,306.919403101205,-256.343519520194,103.200234637256
1416783600,10.522206194301,0,0,0,10.4483927787997,177.2,-285.914044581564,108.787857997066
1416787200,-242.451983554179,0,0,0,-60.6753152546988,1.30204447685347e-13,-296,114.22333170052
1416790800,-496.416062518211,0,0,0,-152.801071682798,-177.2,-285.914044581564,119.499053746152
1416794400,-312.453492352828,0,0,0,126.201784708939,-306.919403101205,-256.343519520194,124.607645559632
1416798000,-362.903827801731,0,0,0,71.257817116112,-354.4,-209.303607231218,129.541962313376
1416801600,-356.740273716821,0,0,0,-36.1159735348398,-306.919403101205,-148,134.295102919224
1416805200,2.86539021191733,0,0,0,117.815407882017,-177.200000000001,-76.6104373503464,138.860419680247
1416808800,191.899284874586,0,0,0,48.6677572864437,-1.73605930247129e-13,-7.24990905095233e-14,143.231527588143
1416812400,410.500000262923,0,0,0,9.28724965932288,177.2,76.6104373503463,147.402313253254
1416816000,438.278061224391,0,0,0,-168.008285331504,306.919403101205,148,151.36694345469
1416819600,709.548357123297,0,0,0,-9.27512340654221,354.4,209.303607231218,155.119873298622
1416823200,-66.2473888979614,1,0,0,220.934374130159,306.919403101205,256.343519520194,158.655853973309
1416826800,693.366844801359,0,0,0,68.2828601297504,177.2,285.914044581564,161.969940090045
1416830400,505.587917116138,0,0,0,44.5304205164143,8.4654827669236e-13,296,165.057496599723
1416834000,250.285493092248,0,0,0,-26.3427567646959,-177.2,285.914044581564,167.91420527538
1416837600,162.593968407343,0,0,0,42.6337812367355,-306.919403101205,256.343519520194,170.536070751618
1416841200,-18.9140889386988,0,0,0,-46.7371222824097,-354.4,209.303607231218,172.919426112493
1416844800,16.6731993197762,0,0,0,0.531664400960218,-306.919403101205,148,175.060938020021
1416848400,55.6777624540283,0,0,0,-20.6902862724751,-177.2,76.6104373503462,176.957611376157
1416852000,143.495812732531,0,0,0,-35.1109807791791,-2.60408895370693e-13,1.08748635764285e-13,178.60679351171
