"timestamps","value","anomaly","changepoint","trend","noise","seasonality1","seasonality2","seasonality3"
1416722400,-6.61741879808716,0,0,0,-6.61741879808716,0,0,0
1416726000,156.644706711214,0,0,0,26.3608009946316,96.9,31.731214929569,1.65269078701359
1416729600,172.610837211089,0,0,0,-59.827956178855,167.835723253424,61.3,3.30307013651995
1416733200,333.438587730237,0,0,0,47.998466513,193.8,86.6912913734707,4.94882984376621
1416736800,266.793791491863,0,0,0,-13.8043144305204,167.835723253424,106.174714503972,6.58766816498691
1416740400,208.653980730362,0,0,0,-14.8858186092781,96.9,118.42250630304,8.21729303660083
1416744000,172.029059280487,0,0,0,39.593633999618,2.37336549674757e-14,122.6,9.8354252808691
1416747600,59.0753952998643,0,0,0,26.113087203293,-96.9,118.42250630304,11.4398017935314
1416751200,-46.308997154022,0,0,0,2.32383288646799,-167.835723253424,106.174714503972,13.028178708962
1416754800,-86.0380263946252,0,0,0,6.47234769348571,-193.8,86.6912913734707,14.5983345384184
1416758400,-121.777942359735,0,0,0,-31.3902923833056,-167.835723253424,61.3,16.1480732769947
1416762000,-67.3914905937462,0,0,0,-19.8979329982477,-96.9000000000001,31.7312149295691,17.6752274749325
1416765600,11.9668350103945,0,0,0,-7.21082625860155,-4.74673099349514e-14,1.50141697575466e-14,19.1776612689961
1416769200,96.3309887580189,0,0,0,10.5089303179186,96.9,-31.7312149295691,20.6532733696693
1416772800,91.6114208965257,0,0,0,-37.0243023568984,167.835723253424,-61.3,22.1
1416776400,128.685247957132,0,0,0,-1.93927845137515,193.8,-86.6912913734707,23.5158177819779
1416780000,97.7776855700171,0,0,0,11.2179302541528,167.835723253424,-106.174714503972,24.8987465664121
1416783600,11.087391934832,0,0,0,6.36304603552302,96.9,-118.42250630304,26.2468522023488
1416787200,-95.8039994848325,0,0,0,-0.7622487269886,7.12009649024271e-14,-122.6,27.558249242156
1416790800,-205.471880893166,0,0,0,-18.9804781686194,-96.8999999999998,-118.42250630304,28.831103578493
1416794400,-246.154640430302,0,0,0,-2.20783768238014,-167.835723253424,-106.174714503972,30.0636350094746
1416798000,-246.92112489598,0,0,0,2.31604674904509,-193.8,-86.6912913734707,31.2541197284454
1416801600,-198.0835514318,0,0,0,-1.34872091325372,-167.835723253424,-61.3000000000001,32.4008927348783
1416805200,-71.6940925490838,0,0,0,23.4347722174566,-96.9000000000003,-31.7312149295691,33.502350163029
1416808800,14.7488871869932,0,0,0,-19.8080643380936,-9.49346198699028e-14,-3.00283395150931e-14,34.5569515250869
1416812400,140.586336969551,0,0,0,-23.6080998257053,96.9000000000001,31.7312149295691,35.5632218656867
1416816000,281.969224937694,0,0,0,16.3137478595025,167.835723253424,61.3,36.519753824767
1416819600,303.018091989523,0,0,0,-14.8984089898375,193.8,86.6912913734707,37.4252096058902
1416823200,311.271858460901,0,0,0,-1.01690214376816,167.835723253424,106.174714503972,38.2783228472722
1416826800,248.888598098421,0,0,0,-5.5118085975227,96.9,118.42250630304,39.0779003929038
1416830400,138.667160458382,0,0,0,-23.7556635029054,4.62926230313147e-13,122.6,39.8228239612869
1416834000,84.1354552370691,0,0,0,22.1008972245761,-96.8999999999998,118.42250630304,40.5120517094529
1416837600,29.2542609375761,0,0,0,49.7706499969541,-167.835723253424,106.174714503972,41.1446196900738
1416841200,-69.7878744364068,0,0,0,-4.3988090095073,-193.8,86.6912913734707,41.7196431996299
1416844800,-67.1145706802736,0,0,0,-2.81516544259689,-167.835723253424,61.3,42.2363180157474
1416848400,-43.8718069872279,0,0,0,-21.3969434387738,-96.9,31.7312149295691,42.6939215219768
1416852000,52.998805677184,0,0,0,9.90699195874754,-1.42401929804854e-13,4.50425092726396e-14,43.0918137184366
1416855600,55.636812810692,0,0,0,-52.9614103766501,96.8999999999998,-31.731214929569,43.4294381169113
1416859200,170.512904046158,0,0,0,20.2708582735828,167.835723253424,-61.2999999999999,43.7063225191507
1416862800,180.239745485271,0,0,0,29.2089571814605,193.8,-86.6912913734706,43.9220796772813
1416866400,113.618698649122,0,0,0,7.88128206426199,167.835723253424,-106.174714503972,44.0764078354082
1416870000,31.0723306601428,0,0,0,8.42574581153468,96.9000000000006,-118.42250630304,44.1690911516472
1416873600,-76.7388179122402,0,0,0,1.66118208775965,1.6613558477233e-13,-122.6,44.2
1416877200,-152.616148393155,0,0,0,18.5372667582369,-96.8999999999998,-118.42250630304,44.1690911516472
1416880800,-233.732870774981,0,0,0,-3.79884085299281,-167.835723253424,-106.174714503972,44.0764078354082
1416884400,-247.63623242893,0,0,0,-11.0670207327408,-193.8,-86.6912913734707,43.9220796772813
1416888000,-225.215494617907,0,0,0,-39.786093883633,-167.835723253425,-61.3000000000002,43.7063225191507
1416891600,-71.7450181315025,0,0,0,13.4567586811553,-96.9000000000001,-31.7312149295691,43.4294381169113
1416895200,58.2443971357384,0,0,0,15.1525834173021,-1.89869239739806e-13,-6.00566790301862e-14,43.0918137184366
1416898800,161.58494267902,0,0,0,-9.74019377252534,96.8999999999997,31.7312149295689,42.6939215219768
1416902400,295.90395982484,0,0,0,24.5319185556683,167.835723253424,61.3000000000001,42.2363180157474
1416906000,317.178973664519,0,0,0,-5.03196090858144,193.8,86.6912913734706,41.7196431996299
1416909600,338.435197000425,0,0,0,23.2801395529545,167.835723253424,106.174714503972,41.1446196900738
1416913200,297.455456622916,0,0,0,41.6208986104229,96.9000000000001,118.42250630304,40.5120517094529
1416916800,165.284474223999,0,0,0,2.86165026271153,2.13602894707281e-13,122.6,39.8228239612869
1416920400,29.2123410407797,0,0,0,-31.3880656551635,-96.9000000000003,118.42250630304,39.0779003929038
1416924000,-50.1170470179777,0,0,0,-26.7343611157981,-167.835723253424,106.174714503972,38.2783228472722
1416927600,-94.4045666344925,0,0,0,-24.7210676138535,-193.8,86.6912913734709,37.4252096058902
1416931200,-71.9198824930152,0,0,0,-1.90391306435795,-167.835723253424,61.3,36.519753824767
1416934800,-94.4142532395374,0,0,0,-64.8086900347931,-96.9000000000001,31.7312149295691,35.5632218656868
1416938400,63.2498783042795,0,0,0,28.6929267791932,-9.25852460626294e-13,2.92852197298203e-13,34.5569515250869
1416942000,84.565260188362,0,0,0,-14.1058750450978,96.8999999999997,-31.7312149295689,33.502350163029
1416945600,130.667889626823,0,0,0,-8.26872636147933,167.835723253424,-61.2999999999999,32.4008927348783
1416949200,175.973178738053,0,0,0,37.6103503830788,193.8,-86.6912913734707,31.2541197284454
1416952800,71.569496875835,0,0,0,-20.1551468830921,167.835723253425,-106.174714503972,30.0636350094746
1416956400,43.4193620442112,0,0,0,36.1107647687578,96.9000000000001,-118.42250630304,28.831103578493
1416960000,-144.310080685746,0,0,0,-49.2683299279015,-4.27445706309304e-13,-122.6,27.558249242156
1416963600,-187.365333558708,0,0,0,1.71032054198285,-96.8999999999997,-118.42250630304,26.2468522023488
