"timestamps","value","anomaly","changepoint","trend","noise","seasonality1","seasonality2","seasonality3"
1416722400,42.2405855343082,0,0,2,40.2405855343082,0,0,0
1416726000,286.771999807401,0,0,4,-1.42687358593239,203.75,76.0927992601411,4.35607413319194
1416729600,537.840239373117,0,0,6,23.2288314281398,352.905352042159,147,8.70605590281843
1416733200,543.607709561218,0,0,8,-92.825545573662,407.5,207.889393668845,13.0438614660354
1416736800,678.766834615979,0,0,10,43.8865898516705,352.905352042159,254.611468712625,17.3634240095243
1416740400,549.216885217294,0,0,12,27.8259900538281,203.75,283.982192928986,21.6587022344795
1416744000,263.273820490987,0,0,14,-70.6498683149239,4.99043570652546e-14,294,25.9236888059106
1416747600,181.770410985416,0,0,16,55.3857993019858,-203.75,283.982192928986,30.1524187544437
1416751200,-45.7030334832771,0,0,18,0.251872027386141,-352.905352042159,254.611468712625,34.3389778188703
1416754800,-113.191582300181,0,0,20,27.9415133131973,-407.5,207.889393668845,38.477510717777
1416758400,-130.958630859667,0,0,22,10.3844918438063,-352.905352042159,147,42.562229338685
1416762000,24.0784424840727,0,0,24,81.1482223906819,-203.75,76.0927992601412,46.5874208332498
1416765600,118.693681045157,0,0,26,42.1462254379618,-9.98087141305093e-14,3.60046158949322e-14,50.5474556071955
1416769200,207.76146336391,0,0,28,-2.33253256976043,203.75,-76.0927992601411,54.4367951938117
1416772800,234.590043134628,0,0,30,-59.5653089075307,352.905352042159,-147,58.25
1416776400,460.709687802222,0,0,32,167.11734455703,407.5,-207.889393668845,61.9817369140367
1416780000,156.568784944524,0,0,34,-41.3518851494225,352.905352042159,-254.611468712625,65.626786764412
1416783600,103.497379281881,0,0,36,78.5495205915547,203.75,-283.982192928986,69.1800516193129
1416787200,-166.068840798064,0,0,38,17.294597285393,1.49713071195764e-13,-294,72.6365619165424
1416790800,-341.793436719404,0,0,40,29.9472727956803,-203.75,-283.982192928986,75.9914834139011
1416794400,-458.591939647962,0,0,42,27.6847571565095,-352.905352042159,-254.611468712625,79.2401239503121
1416798000,-475.801611784413,0,0,44,13.2098418761996,-407.5,-207.889393668845,82.3779400082328
1416801600,-288.708516496694,0,0,46,79.7962924772899,-352.905352042159,-147,85.4005430681748
1416805200,-127.859017427267,0,0,48,15.6800760864297,-203.750000000001,-76.0927992601413,88.3037057464453
1416808800,157.95332815192,0,0,50,16.869960444395,-1.99617428261019e-13,-7.20092317898644e-14,91.0833677075255
1416812400,485.040040020929,0,0,52,59.4615994179709,203.75,76.0927992601412,93.7356413428169
1416816000,688.102008920959,0,0,54,37.9398396709864,352.905352042159,147,96.2568172078134
1416819600,816.584592954687,0,0,56,46.551830075747,407.5,207.889393668845,98.6433692100951
1416823200,600.056410894896,0,0,58,-166.352369400775,352.905352042159,254.611468712625,100.891959540887
1416826800,622.869557336794,0,0,60,-27.8620789354788,203.75,283.982192928986,102.999443343287
1416830400,363.5384361336,0,0,62,-97.4244369770327,9.73387197381875e-13,294,104.962873110632
1416834000,258.391672847207,0,0,64,7.37997710936784,-203.75,283.982192928986,106.779502808852
1416837600,115.473282963908,0,0,66,39.320374576391,-352.905352042158,254.611468712625,108.44679171705
1416841200,-39.1739788509608,0,0,68,-17.5257805007305,-407.5,207.889393668845,109.962407980925
1416844800,141.441117324934,0,0,70,166.022237493007,-352.905352042159,147,111.324231874085
1416848400,70.5168886363725,0,0,72,13.643730613555,-203.75,76.0927992601411,112.530358762676
1416852000,248.676314963464,0,0,74,61.0972131942818,-2.99426142391528e-13,1.08013847684797e-13,113.579101769182
1416855600,329.301881159218,0,0,76,11.175686287681,203.749999999999,-76.0927992601409,114.468994131678
1416859200,401.843960990367,0,0,78,2.73981769298081,352.905352042158,-147,115.198791255227
1416862800,360.952515136946,0,0,80,-34.4255636467725,407.5,-207.889393668845,115.767472452563
1416866400,287.734162781904,0,0,82,-8.73396291923694,352.905352042159,-254.611468712625,116.174242371607
1416870000,105.667531565584,0,0,84,-14.5188076132796,203.750000000001,-283.982192928986,116.418532107848
1416873600,-29.2740823723584,0,0,86,62.2259176276412,3.49330499456782e-13,-294,116.5
