"timestamps","value","anomaly","changepoint","trend","noise","seasonality1","seasonality2","seasonality3"
1416722400,8.16909194402603,0,0,2,6.16909194402603,0,0,0
1416726000,235.849011310572,0,0,4,-6.02741907734924,170,59.3213251374978,8.5551052504233
1416729600,478.311306046719,0,0,6,46.1644233474362,294.448637286709,114.6,17.0982454125739
1416733200,597.696024620894,0,0,8,62.0096782405007,340,162.068874247957,25.6174721324368
1416736800,560.7464978184,0,0,10,23.7039674831887,294.448637286709,198.493022547393,34.1008705011087
1416740400,468.570845898689,0,0,12,22.6440707943594,170,221.390199385454,42.5365757188749
1416744000,197.744972974189,0,0,14,-96.3678167150162,4.163799117101e-14,229.2,50.9127896892047
1416747600,67.8195205152375,0,0,16,-58.7884763896738,-170,221.390199385454,59.2177975194567
1416751200,0.167558095014954,0,0,18,10.6831889291157,-294.448637286709,198.493022547393,67.4399839052149
1416754800,-240.471697399829,0,0,20,-158.108421023128,-340,162.068874247957,75.5678493753422
1416758400,-114.905306075191,0,0,22,-40.6466951635126,-294.448637286709,114.6,83.5900263750312
1416762000,37.156725282629,0,0,24,32.3401049807746,-170,59.3213251374978,91.4952951643567
1416765600,146.260897653095,0,0,26,20.9882981429982,-8.327598234202e-14,2.80689046364573e-14,99.2725995100973
1416769200,276.91019433813,0,0,28,31.3204573267512,170,-59.3213251374978,106.911062148877
1416772800,481.448621927932,0,0,30,157.199984641222,294.448637286709,-114.6,114.4
1416776400,287.267130134509,0,0,32,-44.3929347242438,340,-162.068874247957,121.728939106709
1416780000,108.405053675345,0,0,34,-150.438190348928,294.448637286709,-198.493022547393,128.887629284957
1416783600,210.622257565742,0,0,36,90.1463984919798,170,-221.390199385454,135.866058459217
1416787200,-24.3889320973389,0,0,38,24.1566012373828,1.2491397351303e-13,-229.2,142.654466665278
1416790800,-198.170103678648,0,0,40,3.97673600637238,-170,-221.390199385455,149.243359700434
1416794400,-332.583601036191,0,0,42,-37.2654636040746,-294.448637286709,-198.493022547393,155.623522401986
1416798000,-259.764625856075,0,0,44,36.5182168563996,-340,-162.068874247957,161.786031535482
1416801600,-279.604638548803,0,0,46,-84.2782695367574,-294.448637286709,-114.6,167.722268274664
1416805200,92.2431241437057,0,0,48,100.140519025524,-170,-59.3213251374979,173.42393025568
1416808800,-632.596465221006,1,0,50,-57.0891705047759,-1.6655196468404e-13,-5.61378092729147e-14,178.883043188685
1416812400,486.527234509078,0,0,52,21.1139373609664,170,59.3213251374978,184.091972010614
1416816000,651.98575967519,0,0,54,-0.106309175018945,294.448637286709,114.6,189.0434315635
1416819600,641.410962916061,0,0,56,-110.388408115327,340,162.068874247957,193.730496783431
1416823200,833.606281877827,0,0,58,84.5180096578451,294.448637286709,198.493022547393,198.14661238588
1416826800,715.809447665987,0,0,60,62.1336462466783,170,221.390199385454,202.285602033855
1416830400,588.895459881667,0,0,62,91.5537829055924,8.12151281251135e-13,229.2,206.141676976074
1416834000,269.753237928679,0,0,64,-55.3464055998266,-170,221.390199385455,209.709444143051
1416837600,179.855841392752,0,0,66,-3.17245755772689,-294.448637286709,198.493022547393,212.983913689794
1416841200,68.9748484675429,0,0,68,-37.0545317549682,-340,162.068874247957,215.960505974555
1416844800,143.075715049642,0,0,70,34.2892943724821,-294.448637286709,114.6,218.635057963869
1416848400,326.520561848543,0,0,72,144.195407656106,-170,59.3213251374978,221.003829054939
1416852000,273.961250438523,0,0,74,-23.1022558686782,-2.4982794702606e-13,8.4206713909372e-14,223.063506307201
1416855600,372.150005054354,0,0,76,-39.3398788839245,170,-59.3213251374976,224.811209075776
1416859200,446.313690491946,0,0,78,-37.7794398350725,294.448637286709,-114.6,226.244493040309
1416862800,541.805192459756,0,0,80,56.5127130841388,340,-162.068874247957,227.361353623574
1416866400,357.577410680047,0,0,82,-48.5384328543227,294.448637286709,-198.493022547393,228.160228795054
1416870000,166.32109679129,0,0,84,-94.9287050788428,170.000000000001,-221.390199385454,228.640001255586
1416873600,76.5534602966064,0,0,86,-9.04653970339389,2.9146593819707e-13,-229.2,228.8
1416877200,-114.937676950042,0,0,88,-40.1874788201732,-170,-221.390199385455,228.640001255586
1416880800,-303.244832455973,0,0,90,-128.463401416925,-294.448637286709,-198.493022547393,228.160228795054
1416884400,-159.168933378696,0,0,92,23.5385872456871,-340,-162.068874247957,227.361353623574
1416888000,-144.50626142286,0,0,94,-55.7021171764591,-294.44863728671,-114.6,226.244493040309
1416891600,115.12615542632,0,0,96,23.6362714880412,-170,-59.3213251374978,224.811209075776
1416895200,481.954108714051,0,0,98,160.89060240685,-3.3310392936808e-13,-1.12275618545829e-13,223.063506307201
1416898800,582.040447050153,0,0,100,31.7152928577173,170,59.3213251374976,221.003829054939
1416902400,688.01764481727,0,0,102,-41.6660504333089,294.448637286709,114.6,218.635057963869
1416906000,719.635555720386,0,0,104,-102.393824502125,340,162.068874247957,215.960505974555
1416909600,748.484927431943,0,0,106,-63.440646091953,294.448637286709,198.493022547393,212.983913689794
1416913200,667.205062829065,0,0,108,-41.8945806994399,170,221.390199385454,209.709444143051
1416916800,375.032020374377,0,0,110,-170.309656601697,3.7474192053909e-13,229.2,206.141676976074
1416920400,234.663428167613,0,0,112,-131.012373251696,-170.000000000001,221.390199385454,202.285602033855
1416924000,144.089007209626,0,0,114,-72.1019904369385,-294.448637286709,198.493022547393,198.14661238588
1416927600,119.067299224464,0,0,116,-12.7320718069242,-340,162.068874247957,193.730496783431
1416931200,110.129886917505,0,0,118,-17.0649073592856,-294.448637286709,114.6,189.0434315635
1416934800,210.402043558412,0,0,120,16.9887464103004,-170,59.3213251374978,184.091972010614
1416938400,265.521863058093,0,0,122,-35.3611801305913,-1.62430256250227e-12,5.47485510772824e-13,178.883043188685
1416942000,285.611125759505,0,0,124,-122.491479358676,169.999999999999,-59.3213251374976,173.42393025568
1416945600,512.685732760803,0,0,126,39.1148271994296,294.448637286709,-114.6,167.722268274664
1416949200,580.923297001848,0,0,128,113.206139714323,340,-162.068874247957,161.786031535482
1416952800,403.796421617411,0,0,130,22.2172844761082,294.44863728671,-198.493022547393,155.623522401986
1416956400,291.123551622328,0,0,132,61.2703913073478,170,-221.390199385454,149.243359700434
1416960000,-91.0266297822032,0,0,134,-138.481096447481,-7.4990474791106e-13,-229.2,142.654466665278
1416963600,-80.0229635146052,0,0,136,39.5011774116316,-169.999999999999,-221.390199385455,135.866058459217
1416967200,-350.912476758465,0,0,138,-124.858446209319,-294.448637286709,-198.493022547393,128.887629284957
1416970800,-217.696906083727,0,0,140,22.6430290575208,-340,-162.068874247957,121.728939106709
1416974400,-195.17500088684,0,0,142,-42.5263636001305,-294.448637286709,-114.6,114.4
1416978000,103.532440550265,0,0,144,81.9427035388849,-169.999999999999,-59.3213251374975,106.911062148877
1416981600,218.108967339034,0,0,146,-27.1636321710624,-4.9965589405212e-13,-1.68413427818744e-13,99.2725995100973
1416985200,515.244764894754,0,0,148,46.4281445929017,169.999999999998,59.3213251374971,91.4952951643568
1416988800,569.042178059622,0,0,150,-73.5964856021171,294.448637286709,114.6,83.5900263750311
1416992400,674.609909702991,0,0,152,-55.0268139203079,340,162.068874247957,75.5678493753422
1416996000,776.689758098459,0,0,154,62.3081143591406,294.44863728671,198.493022547393,67.439983905215
1416999600,609.623810239065,0,0,156,3.01581333415383,170,221.390199385454,59.2177975194568
1417003200,509.900621696319,0,0,158,71.7878320071123,1.7492165360153e-12,229.2,50.9127896892048
1417006800,292.454926515256,0,0,160,38.5281514109262,-169.999999999999,221.390199385455,42.5365757188749
1417010400,-4.07800471271881,0,0,162,-104.223260474512,-294.448637286709,198.493022547393,34.1008705011088
1417014000,23.1024805053809,0,0,164,11.416134124987,-340,162.068874247957,25.6174721324369
