"timestamps","value","anomaly","changepoint","trend","noise","seasonality1","seasonality2","seasonality3"
1416722400,-2.58849324082201,0,0,3,-5.58849324082201,0,0,0
1416726000,71.2123534185752,0,0,6,1.67102551894422,41.75,20.5761140856504,1.21521381398058
1416729600,120.55471343935,0,0,9,-2.93713581820928,72.3131212160006,39.75,2.42872804155879
1416733200,169.21079695773,0,0,12,13.8569623800425,83.5,56.2149891043305,3.63884547335751
1416736800,166.078689390728,0,0,15,5.07267492313838,72.3131212160006,68.8490196008629,4.84387365072567
1416740400,136.880780893013,0,0,18,-5.70244952976222,41.75,76.7911031899809,6.04212723279472
1416744000,84.339366138118,0,0,21,-23.3925642154622,1.02258007728804e-14,79.5,7.23193035358022
1416747600,59.794281375871,0,0,24,-7.65844077994185,-41.75,76.7911031899809,8.41161896583192
1416751200,42.8689306703256,0,0,27,9.75348911710891,-72.3131212160006,68.8490196008629,9.57954316835439
1416754800,-8.21901643671146,0,0,30,-21.6680750545849,-83.5,56.2149891043305,10.7340695135429
1416758400,6.24552578606821,0,0,33,-6.06493628983899,-72.3131212160006,39.75,11.8735832919078
1416762000,31.159162018061,0,0,36,3.33655714201906,-41.75,20.5761140856504,12.9964907903916
1416765600,69.4812921908275,0,0,39,16.3800706695068,-2.04516015457608e-14,9.73594205322146e-15,14.1012215213206
1416769200,68.6205714757941,0,0,42,-9.73954485743002,41.75,-20.5761140856504,15.1862304188745
1416772800,104.814844776378,0,0,45,11.0017235603772,72.3131212160006,-39.75,16.25
1416776400,94.0216238489866,0,0,48,1.44557046656869,83.5,-56.2149891043305,17.2910424867484
1416780000,73.3085333540855,0,0,51,0.536529851879984,72.3131212160007,-68.8490196008628,18.3079018870677
1416783600,26.5389522304645,0,0,54,-11.7191006106934,41.75,-76.7911031899809,19.2991560311388
1416787200,7.92256196099575,0,0,57,10.1591434005869,3.06774023186412e-14,-79.5,20.2634185604088
1416790800,-42.3373574554333,0,0,60,-4.99559513199137,-41.7499999999999,-76.7911031899809,21.1993408665389
